query-number Q0 document-id relevance
12 0 2495681 1 
12 0 41013767 0 
12 0 55768576 0 
12 0 44674897 0 
12 0 46414306 0 
12 0 57158857 0 
12 0 10824830 0 
12 0 33198015 0 
12 0 35534858 0 
12 0 25917849 0 
12 0 25918285 0 
13 0 38783131 1 
13 0 9381974 1 
13 0 8345187 1 
13 0 26685846 1 
13 0 26686247 1 
13 0 20937157 1 
13 0 30413567 1 
13 0 30227672 1 
13 0 25137133 1 
13 0 17560413 1 
13 0 16638755 0 
13 0 1857681 0 
13 0 5405870 0 
13 0 40956724 0 
13 0 19441116 0 
13 0 27370956 0 
13 0 21534011 0 
13 0 23582830 0 
13 0 43613832 0 
13 0 43614232 0 
14 0 54190418 1 
14 0 54190820 1 
14 0 26949855 1 
14 0 26950254 1 
14 0 32885683 1 
14 0 15391170 1 
14 0 18854119 1 
14 0 52493338 1 
14 0 52493754 1 
14 0 7092484 1 
14 0 44928045 0 
14 0 6317899 0 
14 0 7536881 0 
14 0 55693389 0 
14 0 33142249 0 
14 0 29681342 0 
14 0 30424796 0 
14 0 17389471 0 
14 0 17389878 0 
14 0 11456118 0 
15 0 21254191 1 
15 0 21254248 1 
15 0 12530001 1 
15 0 24281819 1 
15 0 4308963 1 
15 0 40273943 1 
15 0 37297210 1 
15 0 37297228 1 
15 0 37297247 1 
15 0 37297299 1 
15 0 19236154 0 
15 0 13726471 0 
15 0 27696937 0 
15 0 27780017 0 
15 0 28609718 0 
15 0 11063474 0 
15 0 19623372 0 
15 0 33303743 0 
15 0 17236640 0 
15 0 11357821 0 
16 0 30037829 1 
16 0 33936328 1 
16 0 1763884 1 
16 0 10468513 1 
16 0 23970291 1 
16 0 14853571 1 
16 0 14853575 1 
16 0 14853576 1 
16 0 14853582 1 
16 0 14853586 1 
16 0 2569296 0 
16 0 11449300 0 
16 0 23494000 0 
16 0 38717812 0 
16 0 44423586 0 
16 0 44423988 0 
16 0 19125548 0 
16 0 19125549 0 
16 0 19154658 0 
16 0 34342419 0 
17 0 17992602 1 
17 0 21554647 1 
17 0 21463280 1 
17 0 1575845 1 
17 0 1576045 1 
17 0 39067685 1 
17 0 36446676 1 
17 0 53712606 1 
17 0 207282 1 
17 0 206883 1 
17 0 45978138 0 
17 0 45978545 0 
17 0 29391783 0 
17 0 5742591 0 
17 0 55794595 0 
17 0 20470829 0 
17 0 35642065 0 
17 0 43330882 0 
17 0 9848326 0 
17 0 42817302 0 
18 0 33759375 1 
18 0 14438364 1 
18 0 53830948 1 
18 0 32837834 1 
18 0 27971136 1 
18 0 1733154 1 
18 0 17059776 1 
18 0 12815581 1 
18 0 21930734 1 
18 0 21517050 1 
18 0 2569296 0 
18 0 22127648 0 
18 0 38304818 0 
18 0 50005553 0 
18 0 50005953 0 
18 0 3542464 0 
18 0 3542865 0 
18 0 45240086 0 
18 0 45240292 0 
18 0 45240491 0 
19 0 2164758 1 
19 0 15783863 1 
19 0 15784263 1 
19 0 29715814 1 
19 0 50808688 1 
19 0 50809090 1 
19 0 35207532 1 
19 0 14611555 1 
19 0 53561308 1 
19 0 53561341 1 
19 0 28054176 0 
19 0 41082994 0 
19 0 36776805 0 
19 0 10848147 0 
19 0 10848309 0 
19 0 10848329 0 
19 0 23660232 0 
19 0 15387637 0 
19 0 36770245 0 
19 0 56484849 0 
20 0 19279393 1 
20 0 34998700 1 
20 0 12820285 1 
20 0 24138786 1 
20 0 24142199 1 
20 0 15709527 1 
20 0 23301611 1 
20 0 44796090 1 
20 0 41548065 1 
20 0 41548465 1 
20 0 11965200 0 
20 0 4464418 0 
20 0 4289363 0 
20 0 41103168 0 
20 0 1945185 0 
20 0 35207532 0 
20 0 35045881 0 
20 0 24737623 0 
20 0 2507231 0 
20 0 25085586 0 
21 0 51614319 1 
21 0 49972188 1 
21 0 49972600 1 
21 0 34926292 1 
21 0 30020758 1 
21 0 333032 1 
21 0 11965200 1 
21 0 14757297 1 
21 0 23186254 1 
21 0 41672277 1 
21 0 34192821 0 
21 0 42697170 0 
21 0 49484240 0 
21 0 49484694 0 
21 0 32438866 0 
21 0 32439268 0 
21 0 30689758 0 
21 0 29946087 0 
21 0 33952514 0 
21 0 13150610 0 
22 0 25065068 1 
22 0 16526462 1 
22 0 16638241 1 
22 0 23614079 1 
22 0 41347221 1 
22 0 27760406 1 
22 0 57566404 1 
22 0 57566806 1 
22 0 15715644 1 
22 0 3610695 1 
22 0 57601488 0 
22 0 57601908 0 
22 0 29908235 0 
22 0 33061946 0 
22 0 11911159 0 
22 0 14288289 0 
22 0 20362763 0 
22 0 1164719 0 
22 0 24215576 0 
22 0 18620828 0 
23 0 30895352 1 
23 0 10324944 1 
23 0 24635883 1 
23 0 16917582 1 
23 0 1205690 1 
23 0 3918362 1 
23 0 46959745 1 
23 0 27675932 1 
23 0 5696348 1 
23 0 57256062 1 
23 0 10951490 0 
23 0 21001368 0 
23 0 11996928 0 
23 0 16801432 0 
23 0 18091195 0 
23 0 4042114 0 
23 0 30883400 0 
23 0 52388213 0 
23 0 52388613 0 
23 0 27315959 0 
24 0 32668527 1 
24 0 44900808 1 
24 0 26944308 1 
24 0 26944325 1 
24 0 32418970 1 
24 0 32419373 1 
24 0 17462052 1 
24 0 17462452 1 
24 0 15935621 1 
24 0 23841737 1 
24 0 41013767 0 
24 0 55768576 0 
24 0 44674897 0 
24 0 46414306 0 
24 0 57158857 0 
24 0 10824830 0 
24 0 33198015 0 
24 0 35534858 0 
24 0 25917849 0 
24 0 25918285 0 
25 0 19497573 1 
25 0 27184744 1 
25 0 25771119 1 
25 0 25771526 1 
25 0 25771929 1 
25 0 27061958 1 
25 0 27062358 1 
25 0 32131145 1 
25 0 32131299 1 
25 0 32131568 1 
25 0 16638755 0 
25 0 1857681 0 
25 0 5405870 0 
25 0 40956724 0 
25 0 19441116 0 
25 0 27370956 0 
25 0 21534011 0 
25 0 23582830 0 
25 0 43613832 0 
25 0 43614232 0 
26 0 3906481 1 
26 0 3906482 1 
26 0 3906483 1 
26 0 3906484 1 
26 0 3906485 1 
26 0 3906486 1 
26 0 3906498 1 
26 0 3906512 1 
26 0 3906513 1 
26 0 3906514 1 
26 0 44928045 0 
26 0 6317899 0 
26 0 7536881 0 
26 0 55693389 0 
26 0 33142249 0 
26 0 29681342 0 
26 0 30424796 0 
26 0 17389471 0 
26 0 17389878 0 
26 0 11456118 0 
27 0 11153559 1 
27 0 16749274 1 
27 0 28501002 1 
27 0 10525112 1 
27 0 6037396 1 
27 0 56040920 1 
27 0 56040928 1 
27 0 56041191 1 
27 0 56041199 1 
27 0 23668075 1 
27 0 19236154 0 
27 0 13726471 0 
27 0 27696937 0 
27 0 27780017 0 
27 0 28609718 0 
27 0 11063474 0 
27 0 19623372 0 
27 0 33303743 0 
27 0 17236640 0 
27 0 11357821 0 
28 0 24864501 1 
28 0 13387945 1 
28 0 13388147 1 
28 0 13388150 1 
28 0 13388151 1 
28 0 13388155 1 
28 0 13388193 1 
28 0 44450613 1 
28 0 44450813 1 
28 0 44451212 1 
28 0 2569296 0 
28 0 11449300 0 
28 0 23494000 0 
28 0 38717812 0 
28 0 44423586 0 
28 0 44423988 0 
28 0 19125548 0 
28 0 19125549 0 
28 0 19154658 0 
28 0 34342419 0 
29 0 18784851 1 
29 0 32815197 1 
29 0 22224670 1 
29 0 31112189 1 
29 0 29046680 1 
29 0 24432811 1 
29 0 35142500 1 
29 0 36009934 1 
29 0 36010338 1 
29 0 30126942 1 
29 0 45978138 0 
29 0 45978545 0 
29 0 29391783 0 
29 0 5742591 0 
29 0 55794595 0 
29 0 20470829 0 
29 0 35642065 0 
29 0 43330882 0 
29 0 9848326 0 
29 0 42817302 0 
30 0 11073165 1 
30 0 35524899 1 
30 0 30313271 1 
30 0 33068656 1 
30 0 33588553 1 
30 0 4615500 1 
30 0 61098242 1 
30 0 61098489 1 
30 0 55651786 1 
30 0 9830968 1 
30 0 2569296 0 
30 0 22127648 0 
30 0 38304818 0 
30 0 50005553 0 
30 0 50005953 0 
30 0 3542464 0 
30 0 3542865 0 
30 0 45240086 0 
30 0 45240292 0 
30 0 45240491 0 
31 0 28102739 1 
31 0 11073781 1 
31 0 30752115 1 
31 0 24673678 1 
31 0 24222949 1 
31 0 40089238 1 
31 0 31313525 1 
31 0 56834862 1 
31 0 9430887 1 
31 0 19408052 1 
31 0 28054176 0 
31 0 41082994 0 
31 0 36776805 0 
31 0 10848147 0 
31 0 10848309 0 
31 0 10848329 0 
31 0 23660232 0 
31 0 15387637 0 
31 0 36770245 0 
31 0 56484849 0 
32 0 27437476 1 
32 0 26313056 1 
32 0 26313502 1 
32 0 11746290 1 
32 0 13445652 1 
32 0 21614462 1 
32 0 18110010 1 
32 0 44833450 1 
32 0 41686559 1 
32 0 41686958 1 
32 0 11965200 0 
32 0 4464418 0 
32 0 4289363 0 
32 0 41103168 0 
32 0 1945185 0 
32 0 35207532 0 
32 0 35045881 0 
32 0 24737623 0 
32 0 2507231 0 
32 0 25085586 0 
33 0 16626627 1 
33 0 20892178 1 
33 0 16626634 1 
33 0 24425280 1 
33 0 22636994 1 
33 0 29063262 1 
33 0 10401886 1 
33 0 10768421 1 
33 0 16657074 1 
33 0 16657154 1 
33 0 34192821 0 
33 0 42697170 0 
33 0 49484240 0 
33 0 49484694 0 
33 0 32438866 0 
33 0 32439268 0 
33 0 30689758 0 
33 0 29946087 0 
33 0 33952514 0 
33 0 13150610 0 
34 0 24778473 1 
34 0 38489345 1 
34 0 8807586 1 
34 0 7565163 1 
34 0 9915527 1 
34 0 33087302 1 
34 0 10002343 1 
34 0 26967437 1 
34 0 26967838 1 
34 0 14666557 1 
34 0 57601488 0 
34 0 57601908 0 
34 0 29908235 0 
34 0 33061946 0 
34 0 11911159 0 
34 0 14288289 0 
34 0 20362763 0 
34 0 1164719 0 
34 0 24215576 0 
34 0 18620828 0 
35 0 39344858 1 
35 0 9780485 1 
35 0 20646117 1 
35 0 20646531 1 
35 0 1969071 1 
35 0 24904443 1 
35 0 24904476 1 
35 0 24904478 1 
35 0 18551830 1 
35 0 44554781 1 
35 0 10951490 0 
35 0 21001368 0 
35 0 11996928 0 
35 0 16801432 0 
35 0 18091195 0 
35 0 4042114 0 
35 0 30883400 0 
35 0 52388213 0 
35 0 52388613 0 
35 0 27315959 0 
36 0 45479206 1 
36 0 10830120 1 
36 0 11323179 1 
36 0 2125439 1 
36 0 19154226 1 
36 0 3222536 1 
36 0 29582270 1 
36 0 25069921 1 
36 0 1750945 1 
36 0 10451257 1 
36 0 41013767 0 
36 0 55768576 0 
36 0 44674897 0 
36 0 46414306 0 
36 0 57158857 0 
36 0 10824830 0 
36 0 33198015 0 
36 0 35534858 0 
36 0 25917849 0 
36 0 25918285 0 
37 0 27344345 1 
37 0 27378358 1 
37 0 16384769 1 
37 0 49884952 1 
37 0 22824415 1 
37 0 39016054 1 
37 0 48505056 1 
37 0 52121500 1 
37 0 11092240 1 
37 0 10640129 1 
37 0 34192821 0 
37 0 42697170 0 
37 0 49484240 0 
37 0 49484694 0 
37 0 32438866 0 
37 0 32439268 0 
37 0 30689758 0 
37 0 29946087 0 
37 0 33952514 0 
37 0 13150610 0 
38 0 10103853 1 
38 0 10951458 1 
38 0 17754516 1 
38 0 14107516 1 
38 0 39221681 1 
38 0 29376156 1 
38 0 28444124 1 
38 0 55089035 1 
38 0 55089434 1 
38 0 55089833 1 
38 0 57601488 0 
38 0 57601908 0 
38 0 29908235 0 
38 0 33061946 0 
38 0 11911159 0 
38 0 14288289 0 
38 0 20362763 0 
38 0 1164719 0 
38 0 24215576 0 
38 0 18620828 0 
39 0 20168172 1 
39 0 10826144 1 
39 0 10826145 1 
39 0 19396133 1 
39 0 24849606 1 
39 0 18841032 1 
39 0 39204551 1 
39 0 40580065 1 
39 0 46875567 1 
39 0 4641740 1 
39 0 10951490 0 
39 0 21001368 0 
39 0 11996928 0 
39 0 16801432 0 
39 0 18091195 0 
39 0 4042114 0 
39 0 30883400 0 
39 0 52388213 0 
39 0 52388613 0 
39 0 27315959 0 
