query-number	Q0	document-id	rank	score	Exp
2	0	8243215	37	3.4137439727783203	eval	
2	0	8334767	38	3.4137439727783203	eval	
2	0	55567949	39	3.4137439727783203	eval	
2	0	9816553	40	3.4137439727783203	eval	
2	0	11799743	41	3.3439583778381348	eval	
2	0	10940729	42	2.8447868824005127	eval	
2	0	20574704	43	2.8447868824005127	eval	
2	0	20575106	44	2.8447868824005127	eval	
2	0	31729719	45	2.8447868824005127	eval	
2	0	32309783	46	2.8447868824005127	eval	
2	0	34436913	47	2.8447868824005127	eval	
2	0	34065325	48	2.8447868824005127	eval	
2	0	2642323	49	2.8447868824005127	eval	
2	0	35290702	50	2.8447868824005127	eval	
2	0	29655258	51	2.8447868824005127	eval	
2	0	30618285	52	2.8447868824005127	eval	
2	0	3068741	53	2.8447868824005127	eval	
2	0	24961972	54	2.8447868824005127	eval	
2	0	25535853	55	2.8447868824005127	eval	
2	0	25536102	56	2.8447868824005127	eval	
2	0	25536351	57	2.8447868824005127	eval	
2	0	33234790	58	2.8447868824005127	eval	
2	0	33275662	59	2.8447868824005127	eval	
2	0	33275673	60	2.8447868824005127	eval	
2	0	33441784	61	2.8447868824005127	eval	
2	0	17280619	62	2.8447868824005127	eval	
2	0	13261038	63	2.8447868824005127	eval	
2	0	16792234	64	2.8447868824005127	eval	
2	0	16572423	65	2.8447868824005127	eval	
2	0	16639236	66	2.8447868824005127	eval	
2	0	21998560	67	2.8447868824005127	eval	
2	0	22037994	68	2.8447868824005127	eval	
2	0	15317769	69	2.8447868824005127	eval	
2	0	15317770	70	2.8447868824005127	eval	
2	0	15041439	71	2.8447868824005127	eval	
2	0	1476047	72	2.8447868824005127	eval	
2	0	14521483	73	2.8447868824005127	eval	
2	0	18761446	74	2.8447868824005127	eval	
2	0	18169029	75	2.8447868824005127	eval	
2	0	38467725	76	2.8447868824005127	eval	
2	0	4252228	77	2.8447868824005127	eval	
2	0	40246458	78	2.8447868824005127	eval	
2	0	44158295	79	2.8447868824005127	eval	
2	0	40342575	80	2.8447868824005127	eval	
2	0	46823638	81	2.8447868824005127	eval	
2	0	46823687	82	2.8447868824005127	eval	
2	0	46823718	83	2.8447868824005127	eval	
2	0	46823735	84	2.8447868824005127	eval	
2	0	46823751	85	2.8447868824005127	eval	
2	0	46823778	86	2.8447868824005127	eval	
2	0	46823798	87	2.8447868824005127	eval	
2	0	46823833	88	2.8447868824005127	eval	
2	0	46823899	89	2.8447868824005127	eval	
2	0	46823917	90	2.8447868824005127	eval	
2	0	46823994	91	2.8447868824005127	eval	
2	0	46824009	92	2.8447868824005127	eval	
2	0	46843639	93	2.8447868824005127	eval	
2	0	46977980	94	2.8447868824005127	eval	
2	0	47326151	95	2.8447868824005127	eval	
2	0	46433090	96	2.8447868824005127	eval	
2	0	46483937	97	2.8447868824005127	eval	
2	0	46484199	98	2.8447868824005127	eval	
2	0	45979835	99	2.8447868824005127	eval	
2	0	45979949	100	2.8447868824005127	eval	
3	0	5422346	1	4.145750522613525	eval	
3	0	3275732	2	3.5535004138946533	eval	
3	0	11741348	3	3.5535004138946533	eval	
3	0	23056030	4	3.5535004138946533	eval	
3	0	36706391	5	3.5535004138946533	eval	
3	0	9677035	6	3.4925413131713867	eval	
3	0	9677436	7	3.4925413131713867	eval	
3	0	2655350	8	3.3502721786499023	eval	
3	0	2655755	9	3.3502721786499023	eval	
3	0	10375244	10	2.9612503051757812	eval	
3	0	10188397	11	2.9612503051757812	eval	
3	0	10721725	12	2.9612503051757812	eval	
3	0	10732429	13	2.9612503051757812	eval	
3	0	2055471	14	2.9612503051757812	eval	
3	0	19325598	15	2.9612503051757812	eval	
3	0	26960191	16	2.9612503051757812	eval	
3	0	26960590	17	2.9612503051757812	eval	
3	0	29633265	18	2.9612503051757812	eval	
3	0	24818954	19	2.9612503051757812	eval	
3	0	33256673	20	2.9612503051757812	eval	
3	0	33256680	21	2.9612503051757812	eval	
3	0	32877737	22	2.9612503051757812	eval	
3	0	12910512	23	2.9612503051757812	eval	
3	0	13134212	24	2.9612503051757812	eval	
3	0	15937173	25	2.9612503051757812	eval	
3	0	16125639	26	2.9612503051757812	eval	
3	0	16666223	27	2.9612503051757812	eval	
3	0	24606690	28	2.9612503051757812	eval	
3	0	15722145	29	2.9612503051757812	eval	
3	0	15739188	30	2.9612503051757812	eval	
3	0	15744925	31	2.9612503051757812	eval	
3	0	15307086	32	2.9612503051757812	eval	
3	0	15048108	33	2.9612503051757812	eval	
3	0	22649433	34	2.9612503051757812	eval	
3	0	23277804	35	2.9612503051757812	eval	
3	0	13872266	36	2.9612503051757812	eval	
3	0	13594350	37	2.9612503051757812	eval	
3	0	13594357	38	2.9612503051757812	eval	
3	0	13594365	39	2.9612503051757812	eval	
3	0	14566182	40	2.9612503051757812	eval	
3	0	14566183	41	2.9612503051757812	eval	
3	0	19020111	42	2.9612503051757812	eval	
3	0	44594182	43	2.9612503051757812	eval	
3	0	44594582	44	2.9612503051757812	eval	
3	0	4195977	45	2.9612503051757812	eval	
3	0	4195985	46	2.9612503051757812	eval	
3	0	4195992	47	2.9612503051757812	eval	
3	0	44277682	48	2.9612503051757812	eval	
3	0	4346317	49	2.9612503051757812	eval	
3	0	46806446	50	2.9612503051757812	eval	
3	0	4695366	51	2.9612503051757812	eval	
3	0	45566346	52	2.9612503051757812	eval	
3	0	37710118	53	2.9612503051757812	eval	
3	0	37710358	54	2.9612503051757812	eval	
3	0	37735043	55	2.9612503051757812	eval	
3	0	37735443	56	2.9612503051757812	eval	
3	0	36473371	57	2.9612503051757812	eval	
3	0	40148355	58	2.9612503051757812	eval	
3	0	36706388	59	2.9612503051757812	eval	
3	0	30816077	60	2.9612503051757812	eval	
3	0	31299992	61	2.9612503051757812	eval	
3	0	29306590	62	2.9612503051757812	eval	
3	0	29079351	63	2.9612503051757812	eval	
3	0	27623557	64	2.9612503051757812	eval	
3	0	27623605	65	2.9612503051757812	eval	
3	0	27623633	66	2.9612503051757812	eval	
3	0	27518858	67	2.9612503051757812	eval	
3	0	28394733	68	2.9612503051757812	eval	
3	0	52069427	69	2.9612503051757812	eval	
3	0	52069840	70	2.9612503051757812	eval	
3	0	5446250	71	2.9612503051757812	eval	
3	0	5446651	72	2.9612503051757812	eval	
3	0	53812463	73	2.9612503051757812	eval	
3	0	51850701	74	2.9612503051757812	eval	
3	0	51851101	75	2.9612503051757812	eval	
3	0	6246993	76	2.9612503051757812	eval	
3	0	6570428	77	2.9612503051757812	eval	
3	0	8886266	78	2.9612503051757812	eval	
3	0	41054950	79	2.9612503051757812	eval	
3	0	5018660	80	2.9612503051757812	eval	
3	0	55763135	81	2.9612503051757812	eval	
3	0	61296660	82	2.9612503051757812	eval	
3	0	61296797	83	2.9612503051757812	eval	
3	0	1640482	84	2.9252395629882812	eval	
3	0	15741306	85	2.9252395629882812	eval	
3	0	42837485	86	2.9252395629882812	eval	
3	0	34482527	87	2.7940330505371094	eval	
3	0	26131231	88	2.7940330505371094	eval	
3	0	26131641	89	2.7940330505371094	eval	
3	0	26132042	90	2.7940330505371094	eval	
3	0	10459097	91	2.7940330505371094	eval	
3	0	10459117	92	2.7940330505371094	eval	
3	0	10459155	93	2.7940330505371094	eval	
3	0	10459192	94	2.7940330505371094	eval	
3	0	10459210	95	2.7940330505371094	eval	
3	0	10459218	96	2.7940330505371094	eval	
3	0	10459222	97	2.7940330505371094	eval	
3	0	10459223	98	2.7940330505371094	eval	
3	0	10459242	99	2.7940330505371094	eval	
3	0	14781152	100	2.7940330505371094	eval	
4	0	10052549	1	3.4024786949157715	eval	
4	0	10052749	2	3.4024786949157715	eval	
4	0	19310368	3	3.4024786949157715	eval	
4	0	19310768	4	3.4024786949157715	eval	
4	0	19310788	5	3.4024786949157715	eval	
4	0	34069822	6	3.4024786949157715	eval	
4	0	29850083	7	3.4024786949157715	eval	
4	0	13566754	8	3.4024786949157715	eval	
4	0	16650788	9	3.4024786949157715	eval	
4	0	14558160	10	3.4024786949157715	eval	
4	0	39071765	11	3.4024786949157715	eval	
4	0	44101612	12	3.4024786949157715	eval	
4	0	44289801	13	3.4024786949157715	eval	
4	0	4789135	14	3.4024786949157715	eval	
4	0	5310063	15	3.4024786949157715	eval	
4	0	5258196	16	3.4024786949157715	eval	
4	0	48254860	17	3.4024786949157715	eval	
4	0	48255263	18	3.4024786949157715	eval	
4	0	5020453	19	3.4024786949157715	eval	
4	0	5020486	20	3.4024786949157715	eval	
4	0	59751742	21	3.4024786949157715	eval	
4	0	59752004	22	3.4024786949157715	eval	
4	0	9926121	23	3.4024786949157715	eval	
4	0	16775111	24	3.3902716636657715	eval	
4	0	19849300	25	2.8353986740112305	eval	
4	0	19849704	26	2.8353986740112305	eval	
4	0	21266996	27	2.8353986740112305	eval	
4	0	2710582	28	2.8353986740112305	eval	
4	0	2710782	29	2.8353986740112305	eval	
4	0	2711182	30	2.8353986740112305	eval	
4	0	34970011	31	2.8353986740112305	eval	
4	0	36041041	32	2.8353986740112305	eval	
4	0	36041241	33	2.8353986740112305	eval	
4	0	29838665	34	2.8353986740112305	eval	
4	0	26618689	35	2.8353986740112305	eval	
4	0	26619103	36	2.8353986740112305	eval	
4	0	26619574	37	2.8353986740112305	eval	
4	0	33889509	38	2.8353986740112305	eval	
4	0	10526484	39	2.8353986740112305	eval	
4	0	13236724	40	2.8353986740112305	eval	
4	0	13277680	41	2.8353986740112305	eval	
4	0	16756565	42	2.8353986740112305	eval	
4	0	16644921	43	2.8353986740112305	eval	
4	0	21623672	44	2.8353986740112305	eval	
4	0	21624072	45	2.8353986740112305	eval	
4	0	21749632	46	2.8353986740112305	eval	
4	0	22331899	47	2.8353986740112305	eval	
4	0	2257364	48	2.8353986740112305	eval	
4	0	24516829	49	2.8353986740112305	eval	
4	0	24267166	50	2.8353986740112305	eval	
4	0	15444791	51	2.8353986740112305	eval	
4	0	23377761	52	2.8353986740112305	eval	
4	0	22575207	53	2.8353986740112305	eval	
4	0	2259782	54	2.8353986740112305	eval	
4	0	14445029	55	2.8353986740112305	eval	
4	0	184658	56	2.8353986740112305	eval	
4	0	184858	57	2.8353986740112305	eval	
4	0	18223485	58	2.8353986740112305	eval	
4	0	19019154	59	2.8353986740112305	eval	
4	0	44701786	60	2.8353986740112305	eval	
4	0	41411228	61	2.8353986740112305	eval	
4	0	41411432	62	2.8353986740112305	eval	
4	0	41411635	63	2.8353986740112305	eval	
4	0	43942954	64	2.8353986740112305	eval	
4	0	46817565	65	2.8353986740112305	eval	
4	0	38691913	66	2.8353986740112305	eval	
4	0	38691925	67	2.8353986740112305	eval	
4	0	38691958	68	2.8353986740112305	eval	
4	0	38692008	69	2.8353986740112305	eval	
4	0	38692137	70	2.8353986740112305	eval	
4	0	38692140	71	2.8353986740112305	eval	
4	0	38692142	72	2.8353986740112305	eval	
4	0	48462430	73	2.8353986740112305	eval	
4	0	48462562	74	2.8353986740112305	eval	
4	0	28931673	75	2.8353986740112305	eval	
4	0	4815857	76	2.8353986740112305	eval	
4	0	4815887	77	2.8353986740112305	eval	
4	0	4815930	78	2.8353986740112305	eval	
4	0	4816267	79	2.8353986740112305	eval	
4	0	4816297	80	2.8353986740112305	eval	
4	0	4816340	81	2.8353986740112305	eval	
4	0	7004137	82	2.8353986740112305	eval	
4	0	7103289	83	2.8353986740112305	eval	
4	0	9292691	84	2.8353986740112305	eval	
4	0	870970	85	2.8353986740112305	eval	
4	0	8815455	86	2.8353986740112305	eval	
4	0	8815466	87	2.8353986740112305	eval	
4	0	768704	88	2.8353986740112305	eval	
4	0	61696814	89	2.8353986740112305	eval	
4	0	39627311	90	2.8353986740112305	eval	
4	0	39627711	91	2.8353986740112305	eval	
4	0	3966921	92	2.8353986740112305	eval	
4	0	3967321	93	2.8353986740112305	eval	
4	0	5020619	94	2.8353986740112305	eval	
4	0	556670	95	2.8353986740112305	eval	
4	0	9888690	96	2.8353986740112305	eval	
4	0	19292138	97	2.763988971710205	eval	
4	0	19292543	98	2.763988971710205	eval	
4	0	32285113	99	2.763988971710205	eval	
4	0	30721301	100	2.763988971710205	eval	
5	0	13321317	1	4.911361217498779	eval	
5	0	44996894	2	4.911361217498779	eval	
5	0	41600517	3	4.911361217498779	eval	
5	0	41600942	4	4.911361217498779	eval	
5	0	8873971	5	4.911361217498779	eval	
5	0	7593975	6	4.911361217498779	eval	
5	0	7594382	7	4.911361217498779	eval	
5	0	7783589	8	4.911361217498779	eval	
5	0	61484849	9	4.911361217498779	eval	
5	0	30362436	10	4.485690593719482	eval	
5	0	3354815	11	4.297441005706787	eval	
5	0	3839493	12	4.297441005706787	eval	
5	0	3839893	13	4.297441005706787	eval	
5	0	25777262	14	4.297441005706787	eval	
5	0	25777783	15	4.297441005706787	eval	
5	0	25652676	16	4.157819747924805	eval	
5	0	25653170	17	4.157819747924805	eval	
5	0	16962837	18	4.157819747924805	eval	
5	0	16963030	19	4.157819747924805	eval	
5	0	15715516	20	4.157819747924805	eval	
5	0	37351655	21	4.157819747924805	eval	
5	0	54452406	22	4.157819747924805	eval	
5	0	54452811	23	4.157819747924805	eval	
5	0	14262117	24	3.8448777198791504	eval	
5	0	21078484	25	3.683520793914795	eval	
5	0	34439743	26	3.683520793914795	eval	
5	0	32302888	27	3.638092041015625	eval	
5	0	1337618	28	3.638092041015625	eval	
5	0	24364189	29	3.638092041015625	eval	
5	0	27489807	30	3.638092041015625	eval	
5	0	51482594	31	3.638092041015625	eval	
5	0	5790027	32	3.638092041015625	eval	
5	0	41168765	33	3.638092041015625	eval	
5	0	5997351	34	3.638092041015625	eval	
5	0	60854765	35	3.638092041015625	eval	
5	0	60854949	36	3.638092041015625	eval	
5	0	55445974	37	3.638092041015625	eval	
5	0	55446374	38	3.638092041015625	eval	
5	0	31814061	39	3.2040648460388184	eval	
5	0	31814461	40	3.2040648460388184	eval	
5	0	22620281	41	3.2040648460388184	eval	
5	0	41331818	42	3.2040648460388184	eval	
5	0	31269774	43	3.2040648460388184	eval	
5	0	52159572	44	3.2040648460388184	eval	
5	0	27685425	45	3.2040648460388184	eval	
5	0	56907680	46	3.2040648460388184	eval	
5	0	10157161	47	3.1183648109436035	eval	
5	0	35176300	48	3.1183648109436035	eval	
5	0	25897351	49	3.1183648109436035	eval	
5	0	25897753	50	3.1183648109436035	eval	
5	0	3331015	51	3.1183648109436035	eval	
5	0	32992163	52	3.1183648109436035	eval	
5	0	17800536	53	3.1183648109436035	eval	
5	0	17287269	54	3.1183648109436035	eval	
5	0	1175017	55	3.1183648109436035	eval	
5	0	1175018	56	3.1183648109436035	eval	
5	0	12723375	57	3.1183648109436035	eval	
5	0	12560669	58	3.1183648109436035	eval	
5	0	15990993	59	3.1183648109436035	eval	
5	0	16438944	60	3.1183648109436035	eval	
5	0	16035328	61	3.1183648109436035	eval	
5	0	22447713	62	3.1183648109436035	eval	
5	0	15456098	63	3.1183648109436035	eval	
5	0	15190201	64	3.1183648109436035	eval	
5	0	19047907	65	3.1183648109436035	eval	
5	0	39237321	66	3.1183648109436035	eval	
5	0	39237721	67	3.1183648109436035	eval	
5	0	40344885	68	3.1183648109436035	eval	
5	0	31689944	69	3.1183648109436035	eval	
5	0	2619070	70	3.1183648109436035	eval	
5	0	2619472	71	3.1183648109436035	eval	
5	0	25896943	72	3.1183648109436035	eval	
5	0	49227344	73	3.1183648109436035	eval	
5	0	49227749	74	3.1183648109436035	eval	
5	0	49337310	75	3.1183648109436035	eval	
5	0	49337719	76	3.1183648109436035	eval	
5	0	52764736	77	3.1183648109436035	eval	
5	0	52765146	78	3.1183648109436035	eval	
5	0	2880287	79	3.1183648109436035	eval	
5	0	29181185	80	3.1183648109436035	eval	
5	0	56812769	81	3.1183648109436035	eval	
5	0	55198108	82	3.1183648109436035	eval	
5	0	53615520	83	3.1183648109436035	eval	
5	0	53221144	84	3.1183648109436035	eval	
5	0	5262195	85	3.1183648109436035	eval	
5	0	5262400	86	3.1183648109436035	eval	
5	0	7266238	87	3.1183648109436035	eval	
5	0	8334767	88	3.1183648109436035	eval	
5	0	39980662	89	3.1183648109436035	eval	
5	0	50339174	90	3.1183648109436035	eval	
5	0	509455	91	3.1183648109436035	eval	
5	0	9545306	92	3.1183648109436035	eval	
5	0	24882480	93	3.069600820541382	eval	
5	0	23997001	94	3.069600820541382	eval	
5	0	24068970	95	3.069600820541382	eval	
5	0	2263186	96	3.069600820541382	eval	
5	0	31523159	97	3.069600820541382	eval	
5	0	36681091	98	2.9400224685668945	eval	
5	0	21212720	99	2.7447869777679443	eval	
5	0	10180541	100	2.598637342453003	eval	
6	0	26413642	1	4.368081569671631	eval	
6	0	26414087	2	4.368081569671631	eval	
6	0	24982684	3	4.368081569671631	eval	
6	0	44240068	4	4.368081569671631	eval	
6	0	43445897	5	4.368081569671631	eval	
6	0	55267781	6	3.9676027297973633	eval	
6	0	22224053	7	3.8220713138580322	eval	
6	0	31548835	8	3.8220713138580322	eval	
6	0	59627232	9	3.8220713138580322	eval	
6	0	59627631	10	3.8220713138580322	eval	
6	0	28016325	11	3.8220713138580322	eval	
6	0	53992965	12	3.8220713138580322	eval	
6	0	53993388	13	3.8220713138580322	eval	
6	0	29668095	14	3.7485344409942627	eval	
6	0	27180092	15	3.306335687637329	eval	
6	0	24874489	16	3.306335687637329	eval	
6	0	13965994	17	3.306335687637329	eval	
6	0	19207164	18	3.2760610580444336	eval	
6	0	19207559	19	3.2760610580444336	eval	
6	0	25314102	20	3.2760610580444336	eval	
6	0	25314433	21	3.2760610580444336	eval	
6	0	26795447	22	3.2760610580444336	eval	
6	0	3278373	23	3.2760610580444336	eval	
6	0	3278781	24	3.2760610580444336	eval	
6	0	3282546	25	3.2760610580444336	eval	
6	0	35036203	26	3.2760610580444336	eval	
6	0	35403110	27	3.2760610580444336	eval	
6	0	3533154	28	3.2760610580444336	eval	
6	0	29679436	29	3.2760610580444336	eval	
6	0	2670722	30	3.2760610580444336	eval	
6	0	26335829	31	3.2760610580444336	eval	
6	0	26335969	32	3.2760610580444336	eval	
6	0	17246129	33	3.2760610580444336	eval	
6	0	11594514	34	3.2760610580444336	eval	
6	0	11638873	35	3.2760610580444336	eval	
6	0	11646991	36	3.2760610580444336	eval	
6	0	1659123	37	3.2760610580444336	eval	
6	0	14554785	38	3.2760610580444336	eval	
6	0	14256324	39	3.2760610580444336	eval	
6	0	36975050	40	3.2760610580444336	eval	
6	0	36975450	41	3.2760610580444336	eval	
6	0	4274397	42	3.2760610580444336	eval	
6	0	40617751	43	3.2760610580444336	eval	
6	0	40618151	44	3.2760610580444336	eval	
6	0	47130583	45	3.2760610580444336	eval	
6	0	47130981	46	3.2760610580444336	eval	
6	0	47076069	47	3.2760610580444336	eval	
6	0	47076470	48	3.2760610580444336	eval	
6	0	38239316	49	3.2760610580444336	eval	
6	0	38057694	50	3.2760610580444336	eval	
6	0	39280934	51	3.2760610580444336	eval	
6	0	36706512	52	3.2760610580444336	eval	
6	0	30842769	53	3.2760610580444336	eval	
6	0	53082375	54	3.2760610580444336	eval	
6	0	53082505	55	3.2760610580444336	eval	
6	0	28589677	56	3.2760610580444336	eval	
6	0	28428802	57	3.2760610580444336	eval	
6	0	54126749	58	3.2760610580444336	eval	
6	0	54127145	59	3.2760610580444336	eval	
6	0	7103293	60	3.2760610580444336	eval	
6	0	8985525	61	3.2760610580444336	eval	
6	0	8985925	62	3.2760610580444336	eval	
6	0	929882	63	3.2760610580444336	eval	
6	0	37137687	64	3.2760610580444336	eval	
6	0	37138087	65	3.2760610580444336	eval	
6	0	60659829	66	3.2760610580444336	eval	
6	0	60660232	67	3.2760610580444336	eval	
6	0	61672265	68	3.2760610580444336	eval	
6	0	56377846	69	3.2760610580444336	eval	
6	0	56378247	70	3.2760610580444336	eval	
6	0	56378707	71	3.2760610580444336	eval	
6	0	9504411	72	3.2760610580444336	eval	
6	0	10365218	73	3.08870005607605	eval	
6	0	11085057	74	2.730051040649414	eval	
6	0	10804378	75	2.730051040649414	eval	
6	0	10687702	76	2.730051040649414	eval	
6	0	1093184	77	2.730051040649414	eval	
6	0	10946430	78	2.730051040649414	eval	
6	0	21176656	79	2.730051040649414	eval	
6	0	20733087	80	2.730051040649414	eval	
6	0	20733488	81	2.730051040649414	eval	
6	0	21033038	82	2.730051040649414	eval	
6	0	27147903	83	2.730051040649414	eval	
6	0	25594896	84	2.730051040649414	eval	
6	0	25595296	85	2.730051040649414	eval	
6	0	25595696	86	2.730051040649414	eval	
6	0	31865524	87	2.730051040649414	eval	
6	0	31865923	88	2.730051040649414	eval	
6	0	31893846	89	2.730051040649414	eval	
6	0	31894195	90	2.730051040649414	eval	
6	0	32787262	91	2.730051040649414	eval	
6	0	3281412	92	2.730051040649414	eval	
6	0	34861819	93	2.730051040649414	eval	
6	0	34862020	94	2.730051040649414	eval	
6	0	34711468	95	2.730051040649414	eval	
6	0	34711868	96	2.730051040649414	eval	
6	0	33107097	97	2.730051040649414	eval	
6	0	35783810	98	2.730051040649414	eval	
6	0	30542836	99	2.730051040649414	eval	
6	0	30737476	100	2.730051040649414	eval	
7	0	23139895	1	3.5957090854644775	eval	
7	0	47423058	2	3.5957090854644775	eval	
7	0	47423464	3	3.5957090854644775	eval	
7	0	48680771	4	3.5957090854644775	eval	
7	0	1717701	5	2.9964241981506348	eval	
7	0	1717902	6	2.9964241981506348	eval	
7	0	13270752	7	2.9964241981506348	eval	
7	0	24234652	8	2.9964241981506348	eval	
7	0	39756368	9	2.9964241981506348	eval	
7	0	3162161	10	2.9964241981506348	eval	
7	0	5947331	11	2.9964241981506348	eval	
7	0	55255364	12	2.9964241981506348	eval	
7	0	13707995	13	2.817183017730713	eval	
