query-number Q0 document-id rank score Exp
1 0 18180744 68 1.7627592086791992 eval 
1 0 18288083 69 1.7627592086791992 eval 
1 0 18027124 70 1.7627592086791992 eval 
1 0 18108434 71 1.7627592086791992 eval 
1 0 18582678 72 1.7627592086791992 eval 
1 0 44639756 73 1.7627592086791992 eval 
1 0 4324159 74 1.7627592086791992 eval 
1 0 42274152 75 1.7627592086791992 eval 
1 0 42274557 76 1.7627592086791992 eval 
1 0 42274964 77 1.7627592086791992 eval 
1 0 396165 78 1.7627592086791992 eval 
1 0 45784423 79 1.7627592086791992 eval 
1 0 46401173 80 1.7627592086791992 eval 
1 0 45985709 81 1.7627592086791992 eval 
1 0 45985804 82 1.7627592086791992 eval 
1 0 45986109 83 1.7627592086791992 eval 
1 0 45986204 84 1.7627592086791992 eval 
1 0 36288076 85 1.7627592086791992 eval 
1 0 36720201 86 1.7627592086791992 eval 
1 0 31309750 87 1.7627592086791992 eval 
1 0 29471629 88 1.7627592086791992 eval 
1 0 49451540 89 1.7627592086791992 eval 
1 0 49451948 90 1.7627592086791992 eval 
1 0 59047205 91 1.7627592086791992 eval 
1 0 59047539 92 1.7627592086791992 eval 
1 0 59047617 93 1.7627592086791992 eval 
1 0 59047951 94 1.7627592086791992 eval 
1 0 28963204 95 1.7627592086791992 eval 
1 0 28963495 96 1.7627592086791992 eval 
1 0 28159903 97 1.7627592086791992 eval 
1 0 28703399 98 1.7627592086791992 eval 
1 0 27272127 99 1.7627592086791992 eval 
1 0 58208956 100 1.7627592086791992 eval 
2 0 1156052 1 5.068803310394287 eval 
2 0 22433465 2 5.068803310394287 eval 
2 0 9150874 3 5.068803310394287 eval 
2 0 40459847 4 5.068803310394287 eval 
2 0 59727094 5 5.068803310394287 eval 
2 0 59727493 6 5.068803310394287 eval 
2 0 59727892 7 5.068803310394287 eval 
2 0 39548132 8 3.2763490676879883 eval 
2 0 39548532 9 3.2763490676879883 eval 
2 0 17419885 10 3.168002128601074 eval 
2 0 16242816 11 3.168002128601074 eval 
2 0 15687042 12 3.168002128601074 eval 
2 0 14992723 13 3.168002128601074 eval 
2 0 14807514 14 3.168002128601074 eval 
2 0 22630702 15 3.168002128601074 eval 
2 0 23296048 16 3.168002128601074 eval 
2 0 4441122 17 3.168002128601074 eval 
2 0 38490017 18 3.168002128601074 eval 
2 0 53158153 19 3.168002128601074 eval 
2 0 53158657 20 3.168002128601074 eval 
2 0 58831847 21 3.168002128601074 eval 
2 0 58832246 22 3.168002128601074 eval 
2 0 57279673 23 3.168002128601074 eval 
2 0 57280093 24 3.168002128601074 eval 
2 0 8493463 25 3.168002128601074 eval 
2 0 867065 26 3.168002128601074 eval 
2 0 59727131 27 3.168002128601074 eval 
2 0 59727530 28 3.168002128601074 eval 
2 0 59727929 29 3.168002128601074 eval 
2 0 48989995 30 3.168002128601074 eval 
2 0 39233844 31 3.136162042617798 eval 
2 0 10007782 32 2.5344016551971436 eval 
2 0 20609689 33 2.5344016551971436 eval 
2 0 20610095 34 2.5344016551971436 eval 
2 0 19687473 35 2.5344016551971436 eval 
2 0 19687784 36 2.5344016551971436 eval 
2 0 19997496 37 2.5344016551971436 eval 
2 0 25592474 38 2.5344016551971436 eval 
2 0 25592878 39 2.5344016551971436 eval 
2 0 25593281 40 2.5344016551971436 eval 
2 0 34616202 41 2.5344016551971436 eval 
2 0 358771 42 2.5344016551971436 eval 
2 0 29941050 43 2.5344016551971436 eval 
2 0 3395813 44 2.5344016551971436 eval 
2 0 17368653 45 2.5344016551971436 eval 
2 0 1229761 46 2.5344016551971436 eval 
2 0 1230160 47 2.5344016551971436 eval 
2 0 11692990 48 2.5344016551971436 eval 
2 0 16223677 49 2.5344016551971436 eval 
2 0 16832475 50 2.5344016551971436 eval 
2 0 21666563 51 2.5344016551971436 eval 
2 0 21666763 52 2.5344016551971436 eval 
2 0 21724341 53 2.5344016551971436 eval 
2 0 21443277 54 2.5344016551971436 eval 
2 0 21466263 55 2.5344016551971436 eval 
2 0 21466665 56 2.5344016551971436 eval 
2 0 22353133 57 2.5344016551971436 eval 
2 0 24176709 58 2.5344016551971436 eval 
2 0 15240929 59 2.5344016551971436 eval 
2 0 13782157 60 2.5344016551971436 eval 
2 0 13994500 61 2.5344016551971436 eval 
2 0 18028005 62 2.5344016551971436 eval 
2 0 454378 63 2.5344016551971436 eval 
2 0 36754910 64 2.5344016551971436 eval 
2 0 36787164 65 2.5344016551971436 eval 
2 0 42663410 66 2.5344016551971436 eval 
2 0 43332562 67 2.5344016551971436 eval 
2 0 41403475 68 2.5344016551971436 eval 
2 0 43766783 69 2.5344016551971436 eval 
2 0 43524802 70 2.5344016551971436 eval 
2 0 43525204 71 2.5344016551971436 eval 
2 0 43862190 72 2.5344016551971436 eval 
2 0 36369595 73 2.5344016551971436 eval 
2 0 39995498 74 2.5344016551971436 eval 
2 0 4943431 75 2.5344016551971436 eval 
2 0 49482012 76 2.5344016551971436 eval 
2 0 49482416 77 2.5344016551971436 eval 
2 0 47791371 78 2.5344016551971436 eval 
2 0 47791772 79 2.5344016551971436 eval 
2 0 51677864 80 2.5344016551971436 eval 
2 0 52498658 81 2.5344016551971436 eval 
2 0 52499058 82 2.5344016551971436 eval 
2 0 5903536 83 2.5344016551971436 eval 
2 0 58611782 84 2.5344016551971436 eval 
2 0 58612181 85 2.5344016551971436 eval 
2 0 29293405 86 2.5344016551971436 eval 
2 0 28566937 87 2.5344016551971436 eval 
2 0 28921169 88 2.5344016551971436 eval 
2 0 51122561 89 2.5344016551971436 eval 
2 0 51122961 90 2.5344016551971436 eval 
2 0 51393336 91 2.5344016551971436 eval 
2 0 51393736 92 2.5344016551971436 eval 
2 0 53662314 93 2.5344016551971436 eval 
2 0 5367140 94 2.5344016551971436 eval 
2 0 51795557 95 2.5344016551971436 eval 
2 0 49975023 96 2.5344016551971436 eval 
2 0 49975479 97 2.5344016551971436 eval 
2 0 9345387 98 2.5344016551971436 eval 
2 0 942803 99 2.5344016551971436 eval 
2 0 7581272 100 2.5344016551971436 eval 
3 0 14455183 1 5.465489864349365 eval 
3 0 1484103 2 4.782303810119629 eval 
3 0 10664385 3 3.686414957046509 eval 
3 0 10741566 4 3.686414957046509 eval 
3 0 1125256 5 3.686414957046509 eval 
3 0 20319077 6 3.686414957046509 eval 
3 0 20360809 7 3.686414957046509 eval 
3 0 2098866 8 3.686414957046509 eval 
3 0 21295028 9 3.686414957046509 eval 
3 0 19431258 10 3.686414957046509 eval 
3 0 19431658 11 3.686414957046509 eval 
3 0 27183546 12 3.686414957046509 eval 
3 0 26850858 13 3.686414957046509 eval 
3 0 26851287 14 3.686414957046509 eval 
3 0 3199887 15 3.686414957046509 eval 
3 0 33187664 16 3.686414957046509 eval 
3 0 34951813 17 3.686414957046509 eval 
3 0 34662526 18 3.686414957046509 eval 
3 0 3593055 19 3.686414957046509 eval 
3 0 35223454 20 3.686414957046509 eval 
3 0 35702266 21 3.686414957046509 eval 
3 0 30523948 22 3.686414957046509 eval 
3 0 30563606 23 3.686414957046509 eval 
3 0 30677458 24 3.686414957046509 eval 
3 0 3034458 25 3.686414957046509 eval 
3 0 3034504 26 3.686414957046509 eval 
3 0 3034859 27 3.686414957046509 eval 
3 0 3034905 28 3.686414957046509 eval 
3 0 2987677 29 3.686414957046509 eval 
3 0 24826325 30 3.686414957046509 eval 
3 0 24868327 31 3.686414957046509 eval 
3 0 11966066 32 3.686414957046509 eval 
3 0 11966575 33 3.686414957046509 eval 
3 0 11850487 34 3.686414957046509 eval 
3 0 11859228 35 3.686414957046509 eval 
3 0 11859248 36 3.686414957046509 eval 
3 0 11859268 37 3.686414957046509 eval 
3 0 11859352 38 3.686414957046509 eval 
3 0 11784425 39 3.686414957046509 eval 
3 0 12605294 40 3.686414957046509 eval 
3 0 12605511 41 3.686414957046509 eval 
3 0 13241700 42 3.686414957046509 eval 
3 0 16561439 43 3.686414957046509 eval 
3 0 16595077 44 3.686414957046509 eval 
3 0 16338017 45 3.686414957046509 eval 
3 0 21984727 46 3.686414957046509 eval 
3 0 2168842 47 3.686414957046509 eval 
3 0 22237560 48 3.686414957046509 eval 
3 0 22433130 49 3.686414957046509 eval 
3 0 24429101 50 3.686414957046509 eval 
3 0 15306826 51 3.686414957046509 eval 
3 0 15350645 52 3.686414957046509 eval 
3 0 15479517 53 3.686414957046509 eval 
3 0 23379927 54 3.686414957046509 eval 
3 0 23156847 55 3.686414957046509 eval 
3 0 14585574 56 3.686414957046509 eval 
3 0 18763088 57 3.686414957046509 eval 
3 0 39243076 58 3.686414957046509 eval 
3 0 37996766 59 3.686414957046509 eval 
3 0 41564074 60 3.686414957046509 eval 
3 0 41564474 61 3.686414957046509 eval 
3 0 40223094 62 3.686414957046509 eval 
3 0 41283412 63 3.686414957046509 eval 
3 0 44047995 64 3.686414957046509 eval 
3 0 43381200 65 3.686414957046509 eval 
3 0 43450125 66 3.686414957046509 eval 
3 0 47656687 67 3.686414957046509 eval 
3 0 471329 68 3.686414957046509 eval 
3 0 46638952 69 3.686414957046509 eval 
3 0 46088950 70 3.686414957046509 eval 
3 0 37232011 71 3.686414957046509 eval 
3 0 37309688 72 3.686414957046509 eval 
3 0 38031384 73 3.686414957046509 eval 
3 0 39789369 74 3.686414957046509 eval 
3 0 39789570 75 3.686414957046509 eval 
3 0 39789971 76 3.686414957046509 eval 
3 0 39790371 77 3.686414957046509 eval 
3 0 38627213 78 3.686414957046509 eval 
3 0 29464624 79 3.686414957046509 eval 
3 0 2588872 80 3.686414957046509 eval 
3 0 2588943 81 3.686414957046509 eval 
3 0 49767934 82 3.686414957046509 eval 
3 0 49768334 83 3.686414957046509 eval 
3 0 52349996 84 3.686414957046509 eval 
3 0 52350396 85 3.686414957046509 eval 
3 0 47991353 86 3.686414957046509 eval 
3 0 47991760 87 3.686414957046509 eval 
3 0 58633508 88 3.686414957046509 eval 
3 0 58633914 89 3.686414957046509 eval 
3 0 27693261 90 3.686414957046509 eval 
3 0 29749791 91 3.686414957046509 eval 
3 0 27907567 92 3.686414957046509 eval 
3 0 288599 93 3.686414957046509 eval 
3 0 288802 94 3.686414957046509 eval 
3 0 28812848 95 3.686414957046509 eval 
3 0 29023411 96 3.686414957046509 eval 
3 0 29047868 97 3.686414957046509 eval 
3 0 27301384 98 3.686414957046509 eval 
3 0 27445861 99 3.686414957046509 eval 
3 0 27492515 100 3.686414957046509 eval 
4 0 32403011 1 5.651676177978516 eval 
4 0 32403415 2 5.651676177978516 eval 
4 0 52688316 3 4.238757133483887 eval 
4 0 52688762 4 4.238757133483887 eval 
4 0 19943837 5 3.9312102794647217 eval 
4 0 33152030 6 3.9312102794647217 eval 
4 0 33649479 7 3.9312102794647217 eval 
4 0 24567806 8 3.9312102794647217 eval 
4 0 14688119 9 3.9312102794647217 eval 
4 0 42701767 10 3.9312102794647217 eval 
4 0 40693314 11 3.9312102794647217 eval 
4 0 40693714 12 3.9312102794647217 eval 
4 0 40693948 13 3.9312102794647217 eval 
4 0 44080447 14 3.9312102794647217 eval 
4 0 37826 15 3.9312102794647217 eval 
4 0 59000200 16 3.9312102794647217 eval 
4 0 59000602 17 3.9312102794647217 eval 
4 0 5507682 18 3.9312102794647217 eval 
4 0 49953520 19 3.9312102794647217 eval 
4 0 58114878 20 3.9312102794647217 eval 
4 0 58517561 21 3.9312102794647217 eval 
4 0 8017376 22 3.9312102794647217 eval 
4 0 777259 23 3.9312102794647217 eval 
4 0 36056366 24 3.9312102794647217 eval 
4 0 36056765 25 3.9312102794647217 eval 
4 0 41051940 26 3.9312102794647217 eval 
4 0 49074683 27 3.9312102794647217 eval 
4 0 49075083 28 3.9312102794647217 eval 
4 0 55815198 29 3.9312102794647217 eval 
4 0 48109926 30 3.1821584701538086 eval 
4 0 48110328 31 3.1821584701538086 eval 
4 0 1922716 32 2.825838088989258 eval 
4 0 3476078 33 2.825838088989258 eval 
4 0 33820453 34 2.825838088989258 eval 
4 0 33575632 35 2.825838088989258 eval 
4 0 33600916 36 2.825838088989258 eval 
4 0 33600920 37 2.825838088989258 eval 
4 0 17273063 38 2.825838088989258 eval 
4 0 16951015 39 2.825838088989258 eval 
4 0 13378699 40 2.825838088989258 eval 
4 0 16686501 41 2.825838088989258 eval 
4 0 30809773 42 2.825838088989258 eval 
4 0 664915 43 2.825838088989258 eval 
4 0 9327595 44 2.825838088989258 eval 
4 0 9327995 45 2.825838088989258 eval 
4 0 49070796 46 2.825838088989258 eval 
4 0 50057334 47 2.825838088989258 eval 
4 0 50057743 48 2.825838088989258 eval 
4 0 20564075 49 2.779785394668579 eval 
4 0 42391165 50 2.779785394668579 eval 
4 0 42391483 51 2.779785394668579 eval 
4 0 12413048 52 2.7470169067382812 eval 
4 0 12413454 53 2.7470169067382812 eval 
4 0 1936712 54 2.4726085662841797 eval 
4 0 33575631 55 2.4726085662841797 eval 
4 0 12637168 56 2.4726085662841797 eval 
4 0 13557233 57 2.4726085662841797 eval 
4 0 5207812 58 2.4726085662841797 eval 
4 0 664912 59 2.4726085662841797 eval 
4 0 8707356 60 2.4726085662841797 eval 
4 0 11320983 61 2.4570064544677734 eval 
4 0 20564100 62 2.4570064544677734 eval 
4 0 19744863 63 2.4570064544677734 eval 
4 0 19744874 64 2.4570064544677734 eval 
4 0 19744882 65 2.4570064544677734 eval 
4 0 19745299 66 2.4570064544677734 eval 
4 0 19745310 67 2.4570064544677734 eval 
4 0 19745318 68 2.4570064544677734 eval 
4 0 19641314 69 2.4570064544677734 eval 
4 0 27128461 70 2.4570064544677734 eval 
4 0 32162797 71 2.4570064544677734 eval 
4 0 32163197 72 2.4570064544677734 eval 
4 0 32529175 73 2.4570064544677734 eval 
4 0 32529598 74 2.4570064544677734 eval 
4 0 34453562 75 2.4570064544677734 eval 
4 0 34453796 76 2.4570064544677734 eval 
4 0 30615014 77 2.4570064544677734 eval 
4 0 3022943 78 2.4570064544677734 eval 
4 0 25980837 79 2.4570064544677734 eval 
4 0 25981237 80 2.4570064544677734 eval 
4 0 25981636 81 2.4570064544677734 eval 
4 0 32904891 82 2.4570064544677734 eval 
4 0 32905082 83 2.4570064544677734 eval 
4 0 17908940 84 2.4570064544677734 eval 
4 0 17908972 85 2.4570064544677734 eval 
4 0 17332835 86 2.4570064544677734 eval 
4 0 1706865 87 2.4570064544677734 eval 
4 0 17980647 88 2.4570064544677734 eval 
4 0 11434422 89 2.4570064544677734 eval 
4 0 11434610 90 2.4570064544677734 eval 
4 0 13490221 91 2.4570064544677734 eval 
4 0 15873512 92 2.4570064544677734 eval 
4 0 16383374 93 2.4570064544677734 eval 
4 0 16654252 94 2.4570064544677734 eval 
4 0 2177678 95 2.4570064544677734 eval 
4 0 22062363 96 2.4570064544677734 eval 
4 0 224459 97 2.4570064544677734 eval 
4 0 224460 98 2.4570064544677734 eval 
4 0 24602847 99 2.4570064544677734 eval 
4 0 23874726 100 2.4570064544677734 eval 
5 0 53507453 1 3.91084623336792 eval 
5 0 7693358 2 3.91084623336792 eval 
5 0 17453481 3 3.349740505218506 eval 
5 0 17453881 4 3.349740505218506 eval 
5 0 37648455 5 3.349740505218506 eval 
5 0 43028238 6 3.349740505218506 eval 
5 0 42675073 7 3.349740505218506 eval 
5 0 46546229 8 3.349740505218506 eval 
5 0 46546629 9 3.349740505218506 eval 
5 0 31395973 10 3.349740505218506 eval 
5 0 28359141 11 3.349740505218506 eval 
5 0 34878847 12 3.2590384483337402 eval 
5 0 34879249 13 3.2590384483337402 eval 
5 0 2602726 14 3.2590384483337402 eval 
5 0 2602729 15 3.2590384483337402 eval 
5 0 2602731 16 3.2590384483337402 eval 
5 0 2602738 17 3.2590384483337402 eval 
5 0 1640714 18 3.2590384483337402 eval 
5 0 15160929 19 3.2590384483337402 eval 
5 0 18491466 20 3.2590384483337402 eval 
5 0 38473931 21 3.2590384483337402 eval 
5 0 49444900 22 3.2590384483337402 eval 
5 0 49445298 23 3.2590384483337402 eval 
5 0 49445502 24 3.2590384483337402 eval 
5 0 29381764 25 3.2590384483337402 eval 
5 0 59887608 26 3.2590384483337402 eval 
5 0 59888012 27 3.2590384483337402 eval 
5 0 2737490 28 2.993427276611328 eval 
5 0 29614693 29 2.960780143737793 eval 
5 0 29815228 30 2.888361692428589 eval 
5 0 31735831 31 2.619248867034912 eval 
5 0 10199487 32 2.6072309017181396 eval 
5 0 10922883 33 2.6072309017181396 eval 
5 0 10239699 34 2.6072309017181396 eval 
5 0 20285032 35 2.6072309017181396 eval 
5 0 20285063 36 2.6072309017181396 eval 
5 0 20285083 37 2.6072309017181396 eval 
5 0 20093787 38 2.6072309017181396 eval 
5 0 20093987 39 2.6072309017181396 eval 
5 0 20247692 40 2.6072309017181396 eval 
5 0 1946053 41 2.6072309017181396 eval 
5 0 19325691 42 2.6072309017181396 eval 
5 0 19325895 43 2.6072309017181396 eval 
5 0 19326092 44 2.6072309017181396 eval 
5 0 31764569 45 2.6072309017181396 eval 
5 0 31764972 46 2.6072309017181396 eval 
5 0 34223611 47 2.6072309017181396 eval 
5 0 3572473 48 2.6072309017181396 eval 
5 0 35719365 49 2.6072309017181396 eval 
5 0 29614930 50 2.6072309017181396 eval 
5 0 30771256 51 2.6072309017181396 eval 
5 0 3339320 52 2.6072309017181396 eval 
5 0 32918196 53 2.6072309017181396 eval 
5 0 17685005 54 2.6072309017181396 eval 
5 0 17013047 55 2.6072309017181396 eval 
5 0 17734929 56 2.6072309017181396 eval 
5 0 16984960 57 2.6072309017181396 eval 
5 0 12699991 58 2.6072309017181396 eval 
5 0 13167274 59 2.6072309017181396 eval 
5 0 1324896 60 2.6072309017181396 eval 
5 0 12909499 61 2.6072309017181396 eval 
5 0 13822 62 2.6072309017181396 eval 
5 0 16121630 63 2.6072309017181396 eval 
5 0 21969274 64 2.6072309017181396 eval 
5 0 22036005 65 2.6072309017181396 eval 
5 0 24099577 66 2.6072309017181396 eval 
5 0 14203405 67 2.6072309017181396 eval 
5 0 14222 68 2.6072309017181396 eval 
5 0 14480821 69 2.6072309017181396 eval 
5 0 18750084 70 2.6072309017181396 eval 
5 0 3906425 71 2.6072309017181396 eval 
5 0 3906669 72 2.6072309017181396 eval 
5 0 3906728 73 2.6072309017181396 eval 
5 0 4175031 74 2.6072309017181396 eval 
5 0 43165817 75 2.6072309017181396 eval 
5 0 42875141 76 2.6072309017181396 eval 
5 0 42875320 77 2.6072309017181396 eval 
5 0 42875499 78 2.6072309017181396 eval 
5 0 42875519 79 2.6072309017181396 eval 
5 0 43927732 80 2.6072309017181396 eval 
5 0 42417694 81 2.6072309017181396 eval 
5 0 42418123 82 2.6072309017181396 eval 
5 0 40366144 83 2.6072309017181396 eval 
5 0 40366544 84 2.6072309017181396 eval 
5 0 4694115 85 2.6072309017181396 eval 
5 0 46413813 86 2.6072309017181396 eval 
5 0 3789545 87 2.6072309017181396 eval 
5 0 37894906 88 2.6072309017181396 eval 
5 0 37894907 89 2.6072309017181396 eval 
5 0 36345500 90 2.6072309017181396 eval 
5 0 36345501 91 2.6072309017181396 eval 
5 0 31254030 92 2.6072309017181396 eval 
5 0 26151777 93 2.6072309017181396 eval 
5 0 49438125 94 2.6072309017181396 eval 
5 0 49438443 95 2.6072309017181396 eval 
5 0 59385731 96 2.6072309017181396 eval 
5 0 59386131 97 2.6072309017181396 eval 
5 0 29406364 98 2.6072309017181396 eval 
5 0 27623488 99 2.6072309017181396 eval 
5 0 55232980 100 2.6072309017181396 eval 
6 0 31746150 1 4.445636749267578 eval 
6 0 34502970 2 4.445636749267578 eval 
6 0 2646353 3 4.445636749267578 eval 
6 0 30372845 4 4.445636749267578 eval 
6 0 30372889 5 4.445636749267578 eval 
6 0 16890289 6 4.445636749267578 eval 
6 0 16897263 7 4.445636749267578 eval 
6 0 6773144 8 4.445636749267578 eval 
6 0 6307459 9 4.445636749267578 eval 
6 0 8772907 10 4.445636749267578 eval 
6 0 11921151 11 3.2096829414367676 eval 
6 0 10644991 12 3.1435399055480957 eval 
6 0 55247091 13 3.026118040084839 eval 
6 0 54950964 14 3.026118040084839 eval 
6 0 54951338 15 3.026118040084839 eval 
6 0 54952227 16 3.026118040084839 eval 
6 0 54952627 17 3.026118040084839 eval 
6 0 9093448 18 3.026118040084839 eval 
6 0 10147932 19 2.7785229682922363 eval 
6 0 10148332 20 2.7785229682922363 eval 
6 0 20661436 21 2.7785229682922363 eval 
6 0 20661833 22 2.7785229682922363 eval 
6 0 20557654 23 2.7785229682922363 eval 
6 0 20558056 24 2.7785229682922363 eval 
6 0 20609822 25 2.7785229682922363 eval 
6 0 20610228 26 2.7785229682922363 eval 
6 0 19252172 27 2.7785229682922363 eval 
6 0 3250961 28 2.7785229682922363 eval 
6 0 34677884 29 2.7785229682922363 eval 
6 0 30368136 30 2.7785229682922363 eval 
6 0 30634610 31 2.7785229682922363 eval 
6 0 30713796 32 2.7785229682922363 eval 
6 0 24748317 33 2.7785229682922363 eval 
6 0 17677615 34 2.7785229682922363 eval 
6 0 12107306 35 2.7785229682922363 eval 
6 0 12107709 36 2.7785229682922363 eval 
6 0 11889169 37 2.7785229682922363 eval 
6 0 14958021 38 2.7785229682922363 eval 
6 0 15503607 39 2.7785229682922363 eval 
6 0 3905358 40 2.7785229682922363 eval 
6 0 30907248 41 2.7785229682922363 eval 
6 0 52748158 42 2.7785229682922363 eval 
6 0 52748558 43 2.7785229682922363 eval 
6 0 52748958 44 2.7785229682922363 eval 
6 0 6752130 45 2.7785229682922363 eval 
6 0 6418805 46 2.7785229682922363 eval 
6 0 8763121 47 2.7785229682922363 eval 
6 0 8197476 48 2.7785229682922363 eval 
6 0 6227188 49 2.7785229682922363 eval 
6 0 6159113 50 2.7785229682922363 eval 
6 0 55799361 51 2.7785229682922363 eval 
6 0 13707254 52 2.647853374481201 eval 
6 0 6643317 53 2.647853374481201 eval 
6 0 2151952 54 2.3576550483703613 eval 
6 0 10078910 55 2.222818374633789 eval 
6 0 10587083 56 2.222818374633789 eval 
6 0 10798897 57 2.222818374633789 eval 
6 0 11346081 58 2.222818374633789 eval 
6 0 2039891 59 2.222818374633789 eval 
6 0 20445742 60 2.222818374633789 eval 
6 0 21174678 61 2.222818374633789 eval 
6 0 20662301 62 2.222818374633789 eval 
6 0 20662701 63 2.222818374633789 eval 
6 0 20269056 64 2.222818374633789 eval 
6 0 2103988 65 2.222818374633789 eval 
6 0 19500165 66 2.222818374633789 eval 
6 0 19500237 67 2.222818374633789 eval 
6 0 19544041 68 2.222818374633789 eval 
6 0 20062809 69 2.222818374633789 eval 
6 0 20083742 70 2.222818374633789 eval 
6 0 198386 71 2.222818374633789 eval 
6 0 25207937 72 2.222818374633789 eval 
6 0 27360260 73 2.222818374633789 eval 
6 0 30934759 74 2.222818374633789 eval 
6 0 32590731 75 2.222818374633789 eval 
6 0 34487594 76 2.222818374633789 eval 
6 0 3400541 77 2.222818374633789 eval 
6 0 34201451 78 2.222818374633789 eval 
6 0 35921104 79 2.222818374633789 eval 
6 0 35583688 80 2.222818374633789 eval 
6 0 35783162 81 2.222818374633789 eval 
6 0 35783562 82 2.222818374633789 eval 
6 0 35399224 83 2.222818374633789 eval 
6 0 35474948 84 2.222818374633789 eval 
6 0 29614388 85 2.222818374633789 eval 
6 0 29635485 86 2.222818374633789 eval 
6 0 3023784 87 2.222818374633789 eval 
6 0 30275772 88 2.222818374633789 eval 
6 0 30043689 89 2.222818374633789 eval 
6 0 24770004 90 2.222818374633789 eval 
6 0 25901550 91 2.222818374633789 eval 
6 0 25901983 92 2.222818374633789 eval 
6 0 25902423 93 2.222818374633789 eval 
6 0 2546397 94 2.222818374633789 eval 
6 0 25521166 95 2.222818374633789 eval 
6 0 25521569 96 2.222818374633789 eval 
6 0 25521976 97 2.222818374633789 eval 
6 0 2510334 98 2.222818374633789 eval 
6 0 33811981 99 2.222818374633789 eval 
6 0 33876537 100 2.222818374633789 eval 
7 0 18475136 1 5.374267578125 eval 
7 0 5578035 2 5.374267578125 eval 
7 0 32531028 3 3.358917236328125 eval 
7 0 30333101 4 3.358917236328125 eval 
7 0 24770588 5 3.358917236328125 eval 
7 0 17859172 6 3.358917236328125 eval 
7 0 17859178 7 3.358917236328125 eval 
7 0 1734420 8 3.358917236328125 eval 
7 0 15435488 9 3.358917236328125 eval 
7 0 22219493 10 3.358917236328125 eval 
7 0 45185872 11 3.358917236328125 eval 
7 0 45186273 12 3.358917236328125 eval 
7 0 38911450 13 3.358917236328125 eval 
7 0 37624004 14 3.358917236328125 eval 
7 0 43672879 15 3.358917236328125 eval 
7 0 43673281 16 3.358917236328125 eval 
7 0 38224353 17 3.358917236328125 eval 
7 0 52987877 18 3.358917236328125 eval 
7 0 52988277 19 3.358917236328125 eval 
